0,0,9,0,-3,-1
0,1,6,0,-3,-1
1,0,9,0,-3,-1
1,0,9,2,-1,-1
0,1,6,2,-1,-1
1,1,8,2,-1,-1
1,0,9,1,-1,-1
1,1,8,1,-1,-1
2,0,10,1,-1,-1
2,0,10,2,0,-1
1,1,8,2,0,-1
2,1,10,2,0,-1
2,0,10,4,0,-1
2,1,10,4,0,-1
3,0,14,4,0,-1
3,0,14,3,-1,-1
2,1,10,3,-1,-1
3,1,13,3,-1,-1
3,0,14,4,-1,-1
3,1,13,4,-1,-1
4,0,18,4,-1,-1
4,0,18,4,-1,-1
3,1,13,4,-1,-1
4,1,17,4,-1,-1
4,0,18,4,-1,-1
4,1,17,4,-1,-1
5,0,22,4,-1,-1
5,0,22,2,-3,-1
4,1,17,2,-3,-1
5,1,19,2,-3,-1
5,0,22,3,-3,-1
5,1,19,3,-3,-1
6,0,25,3,-3,-1
6,0,25,3,-3,-1
5,1,19,3,-3,-1
6,1,22,3,-3,-1
6,0,25,0,-3,-1
6,1,22,0,-3,-1
7,0,25,0,-3,-1
7,0,25,0,-3,-1
6,1,22,0,-3,-1
7,1,22,0,-3,-1
7,0,25,-2,-3,-1
7,1,22,-2,-3,-1
8,0,23,-2,-3,-1
8,0,23,-1,-2,-1
7,1,22,-1,-2,-1
8,1,21,-1,-2,-1
8,0,23,-3,-2,-1
8,1,21,-3,-2,-1
9,0,20,-3,-2,-1
9,0,20,-3,-2,-1
8,1,21,-3,-2,-1
9,1,18,-3,-2,-1
9,0,20,-5,-2,-1
9,1,18,-5,-2,-1
10,0,15,-5,-2,-1
10,0,15,-4,-1,-1
9,1,18,-4,-1,-1
10,1,14,-4,-1,-1
10,0,15,-3,-1,-1
10,1,14,-3,-1,-1
11,0,12,-3,-1,-1
11,0,12,-2,0,-1
10,1,14,-2,0,-1
11,1,12,-2,0,-1
11,0,12,-1,0,-1
11,1,12,-1,0,-1
12,0,11,-1,0,-1
12,0,11,-1,0,-1
11,1,12,-1,0,-1
12,1,11,-1,0,-1
12,0,11,1,0,-1
12,1,11,1,0,-1
13,0,12,1,0,-1
13,0,12,0,-1,-1
12,1,11,0,-1,-1
13,1,11,0,-1,-1
13,0,12,1,-1,-1
13,1,11,1,-1,-1
14,0,13,1,-1,-1
14,0,13,1,-1,-1
13,1,11,1,-1,-1
14,1,12,1,-1,-1
14,0,13,3,-1,-1
14,1,12,3,-1,-1
15,0,16,3,-1,-1
15,0,16,1,-3,-1
14,1,12,1,-3,-1
15,1,13,1,-3,-1
15,0,16,3,-3,-1
15,1,13,3,-3,-1
16,0,19,3,-3,-1
16,0,19,3,-3,-1
15,1,13,3,-3,-1
16,1,16,3,-3,-1
16,0,19,4,-3,-1
16,1,16,4,-3,-1
17,0,23,4,-3,-1
17,0,23,3,-4,-1
16,1,16,3,-4,-1
17,1,19,3,-4,-1
17,0,23,4,-4,-1
