0,0,-31,-0,0.707107,0.707107
1,0,-31,-0,0.707107,0.707107
1,1,-32,-0,0.707107,0.707107
1,0,-31,-0.999434,0.023796,0.023796
2,0,11,-0.999434,0.023796,0.023796
2,1,10,-0.999434,0.023796,0.023796
2,0,11,-0.904534,0.301511,0.301511
3,0,14,-0.904534,0.301511,0.301511
3,1,13,-0.904534,0.301511,0.301511
3,0,14,-0.942809,0.235702,0.235702
4,0,18,-0.942809,0.235702,0.235702
4,1,17,-0.942809,0.235702,0.235702
4,0,18,-0.784465,0.588348,0.196116
5,0,22,-0.784465,0.588348,0.196116
5,1,19,-0.784465,0.588348,0.196116
5,0,22,-0.688247,0.688247,0.229416
6,0,25,-0.688247,0.688247,0.229416
6,1,22,-0.688247,0.688247,0.229416
6,0,25,-0,0.948683,0.316228
7,0,25,-0,0.948683,0.316228
7,1,22,-0,0.948683,0.316228
7,0,25,0.666667,0.666667,0.333333
8,0,23,0.666667,0.666667,0.333333
8,1,21,0.666667,0.666667,0.333333
8,0,23,0.801784,0.534522,0.267261
9,0,20,0.801784,0.534522,0.267261
9,1,18,0.801784,0.534522,0.267261
9,0,20,0.96225,0.19245,0.19245
10,0,15,0.96225,0.19245,0.19245
10,1,14,0.96225,0.19245,0.19245
10,0,15,0.948683,0,0.316228
11,0,12,0.948683,0,0.316228
11,1,12,0.948683,0,0.316228
11,0,12,0.707107,0,0.707107
12,0,11,0.707107,0,0.707107
12,1,11,0.707107,0,0.707107
12,0,11,-0.57735,0.57735,0.57735
13,0,12,-0.57735,0.57735,0.57735
13,1,11,-0.57735,0.57735,0.57735
13,0,12,-0.666667,0.666667,0.333333
14,0,14,-0.666667,0.666667,0.333333
14,1,12,-0.666667,0.666667,0.333333
14,0,14,-0.534522,0.801784,0.267261
15,0,16,-0.534522,0.801784,0.267261
15,1,13,-0.534522,0.801784,0.267261
15,0,16,-0.688247,0.688247,0.229416
16,0,19,-0.688247,0.688247,0.229416
16,1,16,-0.688247,0.688247,0.229416
16,0,19,-0.696311,0.696311,0.174078
17,0,23,-0.696311,0.696311,0.174078
17,1,19,-0.696311,0.696311,0.174078
17,0,23,-0.696311,0.696311,0.174078
18,0,27,-0.696311,0.696311,0.174078
18,1,23,-0.696311,0.696311,0.174078
18,0,27,-0.771517,0.617213,0.154303
19,0,32,-0.771517,0.617213,0.154303
19,1,28,-0.771517,0.617213,0.154303
19,0,32,-0.911322,0.390567,0.130189
20,0,39,-0.911322,0.390567,0.130189
20,1,36,-0.911322,0.390567,0.130189
20,0,39,-0.801784,0.534522,0.267261
21,0,42,-0.801784,0.534522,0.267261
21,1,40,-0.801784,0.534522,0.267261
21,0,42,0.707107,0,0.707107
22,0,41,0.707107,0,0.707107
22,1,41,0.707107,0,0.707107
22,0,41,0.816497,-0.408248,0.408248
23,0,39,0.816497,-0.408248,0.408248
23,1,40,0.816497,-0.408248,0.408248
23,0,39,0.904534,-0.301511,0.301511
24,0,36,0.904534,-0.301511,0.301511
24,1,37,0.904534,-0.301511,0.301511
24,0,36,0.57735,-0.57735,0.57735
25,0,35,0.57735,-0.57735,0.57735
25,1,36,0.57735,-0.57735,0.57735
25,0,35,0,-0.707107,0.707107
26,0,35,0,-0.707107,0.707107
26,1,36,0,-0.707107,0.707107
26,0,35,-0.707107,0,0.707107
27,0,36,-0.707107,0,0.707107
27,1,36,-0.707107,0,0.707107
27,0,36,0,0,1
28,0,36,0,0,1
28,1,36,0,0,1
28,0,36,0.57735,-0.57735,0.57735
29,0,35,0.57735,-0.57735,0.57735
29,1,36,0.57735,-0.57735,0.57735
29,0,35,0.816497,-0.408248,0.408248
30,0,33,0.816497,-0.408248,0.408248
30,1,34,0.816497,-0.408248,0.408248
30,0,33,0.57735,-0.57735,0.57735
31,0,32,0.57735,-0.57735,0.57735
31,1,33,0.57735,-0.57735,0.57735
31,0,32,0.57735,-0.57735,0.57735
32,0,31,0.57735,-0.57735,0.57735
32,1,32,0.57735,-0.57735,0.57735
32,0,31,0.666667,-0.666667,0.333333
33,0,29,0.666667,-0.666667,0.333333
33,1,31,0.666667,-0.666667,0.333333
33,0,29,0.408248,-0.816497,0.408248
34,0,28,0.408248,-0.816497,0.408248
34,1,30,0.408248,-0.816497,0.408248
34,0,28,0.534522,-0.801784,0.267261
35,0,26,0.534522,-0.801784,0.267261
35,1,29,0.534522,-0.801784,0.267261
35,0,26,0,-0.948683,0.316228
36,0,26,0,-0.948683,0.316228
36,1,29,0,-0.948683,0.316228
36,0,26,0,-0.948683,0.316228
37,0,26,0,-0.948683,0.316228
37,1,29,0,-0.948683,0.316228
37,0,26,-0.301511,-0.904534,0.301511
38,0,27,-0.301511,-0.904534,0.301511
38,1,30,-0.301511,-0.904534,0.301511
38,0,27,0.301511,-0.904534,0.301511
39,0,26,0.301511,-0.904534,0.301511
39,1,29,0.301511,-0.904534,0.301511
39,0,26,0.235702,-0.942809,0.235702
40,0,25,0.235702,-0.942809,0.235702
40,1,29,0.235702,-0.942809,0.235702
40,0,25,0.436436,-0.872872,0.218218
41,0,23,0.436436,-0.872872,0.218218
41,1,27,0.436436,-0.872872,0.218218
41,0,23,0.696311,-0.696311,0.174078
42,0,19,0.696311,-0.696311,0.174078
42,1,23,0.696311,-0.696311,0.174078
42,0,19,0.408248,-0.816497,0.408248
43,0,18,0.408248,-0.816497,0.408248
43,1,20,0.408248,-0.816497,0.408248
43,0,18,-0.57735,-0.57735,0.57735
44,0,19,-0.57735,-0.57735,0.57735
44,1,20,-0.57735,-0.57735,0.57735
44,0,19,0,0,1
45,0,19,0,0,1
45,1,19,0,0,1
45,0,19,0,0,1
46,0,19,0,0,1
46,1,19,0,0,1
46,0,19,0,0,1
47,0,19,0,0,1
47,1,19,0,0,1
47,0,19,0.57735,-0.57735,0.57735
48,0,18,0.57735,-0.57735,0.57735
48,1,19,0.57735,-0.57735,0.57735
48,0,18,0,0,1
49,0,18,0,0,1
49,1,18,0,0,1
49,0,18,0,0,1
50,0,18,0,0,1
50,1,18,0,0,1
50,0,18,-0.707107,0,0.707107
51,0,19,-0.707107,0,0.707107
51,1,19,-0.707107,0,0.707107
51,0,19,-0.707107,0,0.707107
52,0,20,-0.707107,0,0.707107
52,1,20,-0.707107,0,0.707107
52,0,20,-0.904534,0.301511,0.301511
53,0,23,-0.904534,0.301511,0.301511
53,1,22,-0.904534,0.301511,0.301511
53,0,23,-0.937043,0.312348,0.156174
54,0,29,-0.937043,0.312348,0.156174
54,1,27,-0.937043,0.312348,0.156174
54,0,29,-0.937043,0.312348,0.156174
55,0,35,-0.937043,0.312348,0.156174
55,1,33,-0.937043,0.312348,0.156174
55,0,35,-0.937043,0.312348,0.156174
56,0,41,-0.937043,0.312348,0.156174
56,1,39,-0.937043,0.312348,0.156174
56,0,41,-0,0.707107,0.707107
57,0,41,-0,0.707107,0.707107
57,1,40,-0,0.707107,0.707107
57,0,41,0.973329,-0.162221,0.162221
58,0,35,0.973329,-0.162221,0.162221
58,1,36,0.973329,-0.162221,0.162221
58,0,35,0.904534,-0.301511,0.301511
59,0,32,0.904534,-0.301511,0.301511
59,1,33,0.904534,-0.301511,0.301511
59,0,32,0.816497,-0.408248,0.408248
60,0,30,0.816497,-0.408248,0.408248
60,1,31,0.816497,-0.408248,0.408248
60,0,30,0.707107,0,0.707107
61,0,29,0.707107,0,0.707107
61,1,29,0.707107,0,0.707107
61,0,29,0.904534,-0.301511,0.301511
62,0,26,0.904534,-0.301511,0.301511
62,1,27,0.904534,-0.301511,0.301511
62,0,26,0.666667,-0.666667,0.333333
63,0,24,0.666667,-0.666667,0.333333
63,1,26,0.666667,-0.666667,0.333333
63,0,24,0.801784,-0.534522,0.267261
64,0,21,0.801784,-0.534522,0.267261
64,1,23,0.801784,-0.534522,0.267261
64,0,21,0.688247,-0.688247,0.229416
65,0,18,0.688247,-0.688247,0.229416
65,1,21,0.688247,-0.688247,0.229416
65,0,18,0.436436,-0.872872,0.218218
66,0,16,0.436436,-0.872872,0.218218
66,1,20,0.436436,-0.872872,0.218218
66,0,16,-0.534522,-0.801784,0.267261
